Fulfilment Location Name,Channel Order ID,Parent Order ID,Shipment ID,External Item Code,Client SKU ID / EAN,Sales Channel
koskii banjara hills,801d5588-4a30-436e-a6e4-22f6db27d8d2_1101179040,801d5588-4a30-436e-a6e4-22f6db27d8d2,145490,k838763,SSRM0031993_PEACOCK_BLUE_S,MYNTRA
koskii rs puram,KO206443,KO206443,145470,B1FAA94FEA5,SSUS0017178_RANI_PINK,SHOPIFYIN
koskii commercial,63ceda50-cf78-4d44-94de-85a876c7fbbb_1100170229,63ceda50-cf78-4d44-94de-85a876c7fbbb,145498,K1106287,SSUS0034964_PINK,MYNTRA
koskii jubilee hills,KO206450,KO206450,145562,k1100228,SSUS0036036_PINK,SHOPIFYIN
koskii cathedral road,KO206452,KO206452,145659,B198E8E9B5D,SAUS0038519_SEA_GREEN,SHOPIFYIN
koskii tower,KO206452,KO206452,145786,,,SHOPIFYIN
koskii jubilee hills,75f06ba4-3f2c-4af5-9058-df6aabbaaefa_1100170236,75f06ba4-3f2c-4af5-9058-df6aabbaaefa,145521,K1070993,SSRM0035086_MAGENTA_PINK_S,MYNTRA
koskii rs puram,KO206456,KO206456,145605,k1102293,SSUS0038192_RANI_PINK,SHOPIFYIN
koskii tower,NYK-21692018-8147438-2-1,NYKF23942812,145663,K1117866,SAUS0033845_LAVENDER,NYKAA
koskii jubilee hills,c79cbace-3c2e-414e-bd81-928e7f0e0358_1100170236,c79cbace-3c2e-414e-bd81-928e7f0e0358,145733,K845136,SAUS0030105_MEHENDI,MYNTRA
koskii jubilee hills,KO206533,KO206533,145789,K695952,DURM0029546_BABY_PINK,SHOPIFYIN
koskii nexus mall,b2d82398-6be3-4738-9e15-c56a4031a09d_1101182948,b2d82398-6be3-4738-9e15-c56a4031a09d,145607,K960299,SAUS0029899_PEACOCK_BLUE,MYNTRA
koskii rs puram,KO206485,KO206485,145764,k1006409,SAUS0031503_BABY_PINK,SHOPIFYIN
koskii annanagar,KO206580,KO206580,145882,k1111524,SSUS0036139_PEACH,SHOPIFYIN
koskii jubilee hills,KO206569,KO206569,145890,K1030295,SSUS0018147_PEACOCK_BLUE,SHOPIFYIN
koskii nexus mall,KO206649,KO206649,145994,K827624,SSUS0022160_YELLOW_PINK,SHOPIFYIN
koskii annanagar,KO206681,KO206681,146104,K1108743,SSUS0035304_PINK_MULTI,SHOPIFYIN
koskii commercial,50d2fd72-60ae-46d8-8142-12e68ffe3fc9_1100170229,50d2fd72-60ae-46d8-8142-12e68ffe3fc9,146082,B179A516EF7,SAUS0038566_RANI_PINK,MYNTRA
koskii tower,c74510af-7dff-4768-a62f-2539b7b3439c_1100169890,c74510af-7dff-4768-a62f-2539b7b3439c,146093,K900281,SAUS0021889_BABY_PINK,MYNTRA
koskii commercial,KO206786,KO206786,146261,K935899,SSUS0019609_BOTTLE_GREEN,SHOPIFYIN
koskii sarath city mall,1da8406b-5f27-46f2-9084-6fb9d7cb689a_1101174338,1da8406b-5f27-46f2-9084-6fb9d7cb689a,146343,K959158,SSRM0032885_BLACK_S,MYNTRA
koskii rs puram,5038cdba-9c80-4589-9d24-279af07ab93d_1101173890,5038cdba-9c80-4589-9d24-279af07ab93d,146329,K1073406,SSRM0035087_BOTTLE_GREEN_M,MYNTRA
koskii rs puram,KO206859,KO206859,146567,K1016972,SAUS0033843_LAVENDER,SHOPIFYIN
koskii tower,KO206876,KO206876,146541,K729237,SAUS0029912_LAVENDER,SHOPIFYIN
koskii rs puram,KO206887,KO206887,146432,K1112499,SSUS0038273_CREAM_MULTI,SHOPIFYIN
koskii annanagar,KO206915,KO206915,146566,K943467,GCRM0033623_BABY_PINK_M,SHOPIFYIN
koskii tower,KO206934,KO206934,146922,K1083976,SSUS0035418_GREY,SHOPIFYIN
koskii banjara hills,fba18a74-47fd-43aa-98d0-6f3cadf5d4ea_1101179040,fba18a74-47fd-43aa-98d0-6f3cadf5d4ea,146603,b1236fa2774,SSUS0038263_PINK,MYNTRA
koskii tower,2edb23b6-dd48-4e6f-a180-d4612c37e074_1100169890,2edb23b6-dd48-4e6f-a180-d4612c37e074,146558,B025557728A,SAUS0034603_RANI_PINK,MYNTRA
koskii cathedral road,KO206826,KO206826,146537,B019D643F2C,SAUS0038517_RUST,SHOPIFYIN
koskii cathedral road,KO206885,KO206885,146540,B1D45B5F8FD,SSUS0038308_PINK,SHOPIFYIN
koskii banjara hills,e4076895-57ed-4a83-a27a-d0fc3fd02fba_1101179040,e4076895-57ed-4a83-a27a-d0fc3fd02fba,146952,k1022021,SAUS0032260_PEACOCK_BLUE,MYNTRA
koskii banjara hills,NYK-21860629-5099623-3-1,NYKF24124161,146734,k1013118,SAUS0032414_ONION_PINK,NYKAA
koskii commercial,KO207063,KO207063,146874,K1108741,SSUS0035304_PINK_MULTI,SHOPIFYIN
koskii banjara hills,KO207074,KO207074,146945,B17B4D315A9,SAUS0038558_RANI_PINK_WINE,SHOPIFYIN
koskii cathedral road,KO207126,KO207126,146932,B1C827F2CFE,SAUS0038539_LAVENDER,SHOPIFYIN
koskii banjara hills,b293aedc-4284-4380-ad61-8a5fbe409f60_1101179040,b293aedc-4284-4380-ad61-8a5fbe409f60,146949,K1098515,SSRM0036163_RANI_PINK_L,MYNTRA
koskii nexus mall,KO206919,KO206919,146962,B0DF775FB7D,SSUS0038936_LAVENDER,SHOPIFYIN
koskii tower,b287194e-184a-4e3b-9280-a2dce812d2e7_1100169890,b287194e-184a-4e3b-9280-a2dce812d2e7,147060,B0A36E916A2,SAUS0020747_ONION_PINK,MYNTRA
koskii banjara hills,NYK-21880433-6807124-3-1,NYKF24145566,147222,K891916,SAUS0032355_YELLOW,NYKAA
koskii cathedral road,KO207171,KO207171,147160,B08936AC672,SSUS0035304_SKY_BLUE_MULTI,SHOPIFYIN
koskii banjara hills,KO207172,KO207172,147218,b17c2b73445,SAUS0038565_RED,SHOPIFYIN
koskii tower,67074a12-96e5-486c-873a-5ff709fbc565_1100169890,67074a12-96e5-486c-873a-5ff709fbc565,147162,K1046972,SSRM0032963_MUSTARD_PINK_XXL,MYNTRA
koskii tower,KO207208,KO207208,147335,,,SHOPIFYIN
koskii annanagar,de74a56b-8836-4e8c-a38a-e27adfee3796_1101175751,de74a56b-8836-4e8c-a38a-e27adfee3796,147230,k1073581,SSRM0035085_BLACK_S,MYNTRA
koskii jayanagar,KO207281,KO207281,147383,k1080939,SAUS0032354_RANI_PINK,SHOPIFYIN
koskii jayanagar,KO207168,KO207168,147345,B42A3F6919D,SAUS0022138_MAROON,SHOPIFYIN
koskii banjara hills,35f60b02-00d1-44f5-a8d8-e3aea3d4c85f_1101179040,35f60b02-00d1-44f5-a8d8-e3aea3d4c85f,147380,k1013311,SAUS0032361_MEHENDI,MYNTRA
koskii jayanagar,KO207315,KO207315,147558,k1027334,SSRM0032964_CREAM_RED_M,SHOPIFYIN
koskii tower,KO207379,KO207379,147671,B4246686504,SSUS0038322_RAMA_GREEN,SHOPIFYIN
koskii commercial,KO207420,KO207420,147641,B17B3E29D5B,SAUS0038558_RAMA_GREEN_NAVY_BLUE,SHOPIFYIN
koskii rs puram,KO207420,KO207420,147646,b1ca5dc6e32,SAUS0038349_SEA_GREEN,SHOPIFYIN
koskii nexus mall,KO207423,KO207423,147722,K981588,SAUS0030056_ROYAL_BLUE_NAVY_BLUE,SHOPIFYIN
koskii tower,KO207476,KO207476,148098,B42363223C2,SSUS0038312_ONION_PINK,SHOPIFYIN
koskii banjara hills,KO207514,KO207514,147864,B429AE735E6,SSUS0038307_BROWN,SHOPIFYIN
koskii jayanagar,KO207474,KO207474,148054,K905719,GCRM0032553_MUSTARD_L,SHOPIFYIN
koskii annanagar,KO207566,KO207566,148071,K1069701,SAUS0034878_PEACH,SHOPIFYIN
koskii annanagar,KO207575,KO207575,148097,B1CA8C7DD22,SAUS0038349_MAUVE,SHOPIFYIN
koskii mg road kochi,KO207579,KO207579,148332,K1108405,SSRM0035918_CREAM_MULTI_L,SHOPIFYIN
koskii commercial,3a2e74f6-fbae-49a0-9ca1-aedebfe039a5,3a2e74f6-fbae-49a0-9ca1-aedebfe039a5,148176,K1037263,SAUS0034144_BLACK_CREAM,MYNTRA
koskii annanagar,KO207604,KO207604,148371,B424F583A8A,SSUS0038323_PARROT_GREEN,SHOPIFYIN
koskii cathedral road,KO207620,KO207620,148323,B1958CE3132,SAUS0038520_LAVENDER,SHOPIFYIN
koskii jayanagar,dca6b734-40aa-4f15-ab7b-2d9876a75bf0,dca6b734-40aa-4f15-ab7b-2d9876a75bf0,148521,K1022012,SAUS0032260_PEACOCK_BLUE,MYNTRA
koskii rs puram,43681850-bda5-484b-9cfa-5907ad0cc856,43681850-bda5-484b-9cfa-5907ad0cc856,148395,B0A29338A5A,SAUS0032412_PINK,MYNTRA
koskii commercial,414068d7-4b36-4149-8e5e-a98c8130b2b6,414068d7-4b36-4149-8e5e-a98c8130b2b6,148499,K1097946,SAUS0016434_PISTA_GREEN,MYNTRA
koskii commercial,KO207741,KO207741,148940,B429E127F2B,SSUS0038307_SKY_BLUE,SHOPIFYIN
koskii mg road kochi,KO207772,KO207772,148619,K1101059,SSUS0038213_LEAF_GREEN,SHOPIFYIN
koskii tower,KO207776,KO207776,148738,K1070834,SAUS0034454_NAVY_BLUE_MULTI,SHOPIFYIN
koskii nexus mall,KO207849,KO207849,149160,B1975FF5E3B,SAUS0038518_PURPLE,SHOPIFYIN
koskii annanagar,KO207849,KO207849,148826,B1926F03CD7,SAUS0038522_PEACOCK_BLUE,SHOPIFYIN
koskii sarath city mall,KO207854,KO207854,149014,B19763B08AA,SAUS0038518_PURPLE,SHOPIFYIN
koskii tower,KO207857,KO207857,149388,K1021391,SAUS0034325_RAMA_GREEN_BLACK,SHOPIFYIN
koskii tower,KO207861,KO207861,148769,K1010766,SAUS0034321_CREAM,SHOPIFYIN
koskii nexus mall,bd01c938-4b65-4863-876b-51bdb4363ec3,bd01c938-4b65-4863-876b-51bdb4363ec3,149177,K957012,SAUS0033012_RED,MYNTRA
koskii jubilee hills,KO207917,KO207917,149005,B429ACAE34A,SSUS0038307_BROWN,SHOPIFYIN
koskii annanagar,8fbaa41a-20eb-46fb-957b-26f745e92341,8fbaa41a-20eb-46fb-957b-26f745e92341,148910,K999541,SSRM0032962_PURPLE_XL,MYNTRA
koskii nexus mall,KO207931,KO207931,149181,B00E49709C0,SAUS0034824_PURPLE,SHOPIFYIN
koskii nexus mall,4e3686d0-1a43-47a8-937e-0c170541361c,4e3686d0-1a43-47a8-937e-0c170541361c,149189,K838874,SSRM0031993_PINK_M,MYNTRA
koskii tower,6f763589-cee1-4bda-9ba2-6bb2c2b16508,6f763589-cee1-4bda-9ba2-6bb2c2b16508,149226,B14BE83261E,SSUS0038709_LIGHT_GREY_MULTI,MYNTRA
koskii mg road kochi,KO208100,KO208100,149646,k1061284,SAUS0034610_ORANGE_MULTI,SHOPIFYIN
koskii cathedral road,KO208103,KO208103,149427,B197AA137AA,SAUS0038518_PURPLE,SHOPIFYIN
koskii tower,KO208105,KO208105,149393,K896196,SSRM0032754_RANI_PINK_XXL,SHOPIFYIN
koskii tower,KO208125,KO208125,149351,K896639,SAUS0021000_YELLOW,SHOPIFYIN
koskii tower,KO208130,KO208130,149354,K996570,SAUS0033852_PINK,SHOPIFYIN
koskii rs puram,KO208216,KO208216,149693,k1010589,SAUS0034319_MEHENDI,SHOPIFYIN
koskii jayanagar,bdc28fef-2801-4405-a104-95b28bed9948,bdc28fef-2801-4405-a104-95b28bed9948,149788,K1095385,SAUS0033845_LAVENDER,MYNTRA
koskii annanagar,KO208246,KO208246,150189,B1C8B20E269,SAUS0038538_PINK,SHOPIFYIN
koskii tower,fada155f-dbd7-48cb-b9db-2c62fad05fd9,fada155f-dbd7-48cb-b9db-2c62fad05fd9,149669,B4B3912A38D,SAUS0032196_OFF_WHITE,MYNTRA
koskii commercial,6a495229-0f7e-4830-ba94-687d3c2b4285,6a495229-0f7e-4830-ba94-687d3c2b4285,149775,B42550B6987,SSUS0038323_RAMA_GREEN,MYNTRA
koskii cathedral road,KO208280,KO208280,149816,K1017734,SSRM0032962_PURPLE_XL,SHOPIFYIN
koskii annanagar,KO208306,KO208306,149796,K854597,SAUS0020113_PEACOCK_BLUE,SHOPIFYIN
koskii banjara hills,KO208329,KO208329,150101,B429EB3EBBB,SSUS0038307_ONION_PINK,SHOPIFYIN
koskii jubilee hills,a157e48a-0521-4682-a965-7a55c92de096,a157e48a-0521-4682-a965-7a55c92de096,150195,k1059320,SSRM0035096_WINE_S,MYNTRA
koskii annanagar,KO208353,KO208353,150109,B1BAB07FB2F,SSUS0039143_SEA_GREEN,SHOPIFYIN
koskii jayanagar,KO208366,KO208366,150201,B1CA6113406,SAUS0038349_SEA_GREEN,SHOPIFYIN
koskii banjara hills,KO208371,KO208371,150105,B0DF3DB1B4D,SSUS0038936_PISTA_GREEN,SHOPIFYIN
koskii jayanagar,KO208376,KO208376,150209,K765338,SSUS0029234_PEACH_MULTI,SHOPIFYIN
koskii rs puram,KO208419,KO208419,150126,k1102292,SSUS0038192_PEACOCK_BLUE,SHOPIFYIN
koskii banjara hills,e7f5ce65-55f9-4fdc-81f6-382c810ea1b5,e7f5ce65-55f9-4fdc-81f6-382c810ea1b5,150107,K1087924,SAUS0034454_NAVY_BLUE_MULTI,MYNTRA
koskii mg road kochi,KO208420,KO208420,150236,B1CECC534FC,SSUS0038197_MUSTARD,SHOPIFYIN
koskii annanagar,33561536-7f1e-4551-a314-2ad5594248f8,33561536-7f1e-4551-a314-2ad5594248f8,150118,K936718,SAUS0018647_MAUVE,MYNTRA
koskii commercial,bfe8dcd2-fbab-4592-9018-38845a511dd2,bfe8dcd2-fbab-4592-9018-38845a511dd2,150117,B42A59E5767,SAUS0033557_PURPLE,MYNTRA
koskii jubilee hills,KO208224,KO208224,150279,B1CA6E6FB88,SAUS0038349_SEA_GREEN,SHOPIFYIN
koskii annanagar,KO208499,KO208499,150455,B199D696FA2,SSUS0038704_SEA_GREEN,SHOPIFYIN
koskii annanagar,d34c94c0-b4b0-4e5b-80f2-f2ca09d192c4,d34c94c0-b4b0-4e5b-80f2-f2ca09d192c4,150456,B5C314383C6,SAUS0032412_PINK,MYNTRA
koskii nexus mall,KO208516,KO208516,150644,B19593E64C8,SAUS0038520_LAVENDER,SHOPIFYIN
koskii rs puram,NYK-22056553-5242827-1-1,NYKF24338341,150364,k1093208,SSRM0034973_YELLOW_M,NYKAA
koskii commercial,d8e726fe-95d7-4be1-b297-1d432f74f249,d8e726fe-95d7-4be1-b297-1d432f74f249,150497,B3892D1795C,SSUS0038957_BEIGE_MULTI,MYNTRA
koskii nexus mall,KO208492,KO208492,150504,B1798C2CB9A,SAUS0038566_NAVY_BLUE,SHOPIFYIN
koskii jayanagar,KO208657,KO208657,150859,K864589,SSRM0031994_WINE_S,SHOPIFYIN
koskii tower,KO208657,KO208657,150839,K982842,SSRM0031996_RANI_PINK_S,SHOPIFYIN
koskii jayanagar,e929283b-4ce5-4253-8c3c-7b044ee25eb5,e929283b-4ce5-4253-8c3c-7b044ee25eb5,150973,B2689F1FFBD,SSUS0038259_SKY_BLUE,MYNTRA
koskii mg road kochi,KO208747,KO208747,150808,K957010,SAUS0033012_RED,SHOPIFYIN
koskii sarath city mall,KO208757,KO208757,150965,K1017497,SSRM0032972_PARROT_GREEN_PURPLE_M,SHOPIFYIN
koskii nexus mall,b1b0f8e4-6c0a-417e-b6e6-32c3c91b58ed,b1b0f8e4-6c0a-417e-b6e6-32c3c91b58ed,150915,K974302,SAUS0034093_PISTA_GREEN,MYNTRA
koskii cathedral road,dcdaa016-3797-4601-bf7c-1b3b40cd4004,2d4656ab-aada-4be6-bc62-4e5d7123ee68,150889,K1107769,SSRM0035919_CREAM_MULTI_M,MYNTRA
koskii jayanagar,8b2f5e9b-ecd5-4e39-a466-fc1e25c15559,8b2f5e9b-ecd5-4e39-a466-fc1e25c15559,151026,B29117A96F4,SSUS0038714_ROYAL_BLUE_MULTI,MYNTRA
koskii jayanagar,1126046f-0211-420e-8c89-18f91e5effb7,1126046f-0211-420e-8c89-18f91e5effb7,151027,K919396,SAUS0032424_LAVENDER,MYNTRA
koskii banjara hills,KO208797,KO208797,151003,k1110929,SSUS0035923_CREAM_PEACH,SHOPIFYIN
koskii banjara hills,4cdda4e6-504d-4539-b170-d28b7988aef9,4cdda4e6-504d-4539-b170-d28b7988aef9,151039,K1055778,SAUS0034610_YELLOW_MULTI,MYNTRA
koskii sarath city mall,KO208868,KO208868,151109,B00E4A97DA8,SAUS0034824_PURPLE,SHOPIFYIN
koskii jubilee hills,KO208876,KO208876,151121,K990787,SSRM0032421_PEACOCK_BLUE_XS,SHOPIFYIN
koskii tower,KO208878,KO208878,151128,AFD78FDCB47,SSUS0038845_BLACK,SHOPIFYIN
koskii annanagar,KO208906,KO208906,151102,B024DD72B08,SAUS0034604_PEACOCK_BLUE,SHOPIFYIN
koskii annanagar,KO208919,KO208919,151101,K1055392,SAUS0033220_ONION_PINK_MAROON,SHOPIFYIN
koskii banjara hills,KO209015,KO209015,151366,b37b0a99699,SSUS0038314_PISTA_GREEN,SHOPIFYIN
koskii nexus mall,KO209017,KO209017,151391,K978180,SSRM0032704_LIGHT_GREY_YELLOW_XL,SHOPIFYIN
koskii commercial,KO209038,KO209038,151409,K1093823,SAUS0033014_TURQUOISE_BLUE,SHOPIFYIN
koskii jubilee hills,NYK-22122956-6851579-1-1,NYKF24411472,151475,B49890DB455,SAUS0018941_MAROON,NYKAA
koskii jayanagar,54ef0d6d-82e7-4435-af02-e8f532a04eb3,54ef0d6d-82e7-4435-af02-e8f532a04eb3,151525,K1118300,SAUS0017312_NAVY_BLUE,MYNTRA
koskii cathedral road,KO209087,KO209087,151607,k1076477,SSRM0035087_BOTTLE_GREEN_XL,SHOPIFYIN
koskii cathedral road,NYK-22135164-8804721-4-1,NYKF24424769,151719,B422317A775,SAUS0030378_BOTTLE_GREEN,NYKAA
koskii rs puram,KO209120,KO209120,151778,B019DB1C25B,SAUS0038517_RUST,SHOPIFYIN
koskii commercial,f80f5650-19ec-43ff-abf2-d5c188f898cd,f80f5650-19ec-43ff-abf2-d5c188f898cd,151761,K1017662,SSRM0032962_PURPLE_L,MYNTRA
koskii jubilee hills,66e3b25a-873a-4060-8b32-8a641130cd8d,c67aaa63-4be6-481f-ba03-d2c040fbfac2,151784,B0A3EA64ECF,SAUS0032413_PEACH,MYNTRA
koskii nexus mall,326c190c-1f88-4b60-9412-dd5813f7a261,326c190c-1f88-4b60-9412-dd5813f7a261,151930,B2913200B3E,SSUS0038714_ROYAL_BLUE_MULTI,MYNTRA
koskii rs puram,KO209213,KO209213,151923,b4ad9075eec,SAUS0034464_ONION_PINK,SHOPIFYIN
koskii jayanagar,KO209229,KO209229,152063,K970563,SAUS0032891_WINE,SHOPIFYIN
koskii jayanagar,KO208978,KO208978,151948,K995160,SSRM0032966_MUSTARD_RED_L,SHOPIFYIN
koskii rs puram,KO209235,KO209235,152077,b429f1f9294,SSUS0038307_ONION_PINK,SHOPIFYIN
koskii tower,4845b038-7a64-4511-b17d-aebdc100cb08,4845b038-7a64-4511-b17d-aebdc100cb08,152058,B264EDF4547,SAUS0034138_BLACK,MYNTRA
koskii sarath city mall,64f90c68-c6db-4c2f-b4a0-1a1d52aa840f,64f90c68-c6db-4c2f-b4a0-1a1d52aa840f,152126,k1045150,SAUS0021893_DARK_GREY,MYNTRA
koskii sarath city mall,694c3655-c824-43f8-8675-fd43af2e0daa,694c3655-c824-43f8-8675-fd43af2e0daa,152133,K948713,SSRM0033713_MUSTARD_L,MYNTRA
koskii tower,0c9f8eb9-861b-4014-a6a7-46073382439a,0c9f8eb9-861b-4014-a6a7-46073382439a,152050,K1039805,SAUS0034115_PINK_SEA_GREEN,MYNTRA
koskii commercial,15607b04-32e2-43e1-87b6-8b75c1e91dc9,15607b04-32e2-43e1-87b6-8b75c1e91dc9,152225,K999840,SSRM0033152_MUSTARD_XXL,MYNTRA
koskii commercial,68da2185-7d43-4f42-ab3a-73ac1cfd1b84,68da2185-7d43-4f42-ab3a-73ac1cfd1b84,152223,B4C592F3457,SAUS0038903_BEIGE,MYNTRA
koskii jubilee hills,040e4e95-2845-4663-aa42-c9baeb887e0d,040e4e95-2845-4663-aa42-c9baeb887e0d,152180,B1B54362EA6,SAUS0032539_OFF_WHITE,MYNTRA
koskii cathedral road,KO209321,KO209321,152132,B15E0C1D55F,SAUS0036132_PEACH,SHOPIFYIN
koskii tower,KO209329,KO209329,152229,B56C466374D,SSUS0039740_LAVENDER,SHOPIFYIN
koskii jayanagar,0e6f3e8b-1fb2-4746-8177-4a41515f0835,0e6f3e8b-1fb2-4746-8177-4a41515f0835,152434,B297DE0B8BF,SAUS0039231_PINK,MYNTRA
koskii jayanagar,b402ca6a-1b1a-4371-b5a9-2bb968a8eff8,b402ca6a-1b1a-4371-b5a9-2bb968a8eff8,152235,b4b38db763b,SAUS0032196_OFF_WHITE,MYNTRA
koskii commercial,KO209378,KO209378,152359,k1040068,SAUS0032355_YELLOW,SHOPIFYIN
koskii annanagar,df328950-03ab-4ca9-ba02-71b0e926e3e0,df328950-03ab-4ca9-ba02-71b0e926e3e0,152386,B15DAD0A78D,SAUS0036132_LAVENDER,MYNTRA
koskii jubilee hills,KO209400,KO209400,152515,K1083778,DURM0032190_RED,SHOPIFYIN
koskii cathedral road,KO209423,KO209423,152339,B554CCBA39C,SSUS0039509_PINK,SHOPIFYIN
koskii south extension,KO209440,KO209440,152550,K1006419,SAUS0031503_BABY_PINK,SHOPIFYIN
koskii south extension,KO209441,KO209441,152546,B2300DB1871,SAUS0030361_BABY_PINK,SHOPIFYIN
koskii south extension,KO209443,KO209443,152552,K1005789,SSUS0033589_MUSTARD,SHOPIFYIN
koskii cathedral road,331793db-e277-4fd2-bbf5-76bb00c6c0b8,331793db-e277-4fd2-bbf5-76bb00c6c0b8,152403,B5BEA4AD74C,SAUS0034134_ONION_PINK,MYNTRA
koskii jayanagar,KO209350,KO209350,152445,B1BB09A9184,SAUS0038408_PINK,SHOPIFYIN
koskii south extension,KO209491,KO209491,152558,AF64BEEEDAF,SSUS0033589_ONION_PINK,SHOPIFYIN
koskii cathedral road,KO209520,KO209520,152792,K1069429,SSUS0032991_YELLOW,SHOPIFYIN
koskii cathedral road,KO209522,KO209522,152823,B4AFD79F917,SAUS0038437_BLACK,SHOPIFYIN
koskii nexus mall,fa572672-f0f8-4a37-9f79-e191f1f6cb52,fa572672-f0f8-4a37-9f79-e191f1f6cb52,152707,B024CB05B0B,SAUS0034604_PEACOCK_BLUE,MYNTRA
koskii cathedral road,KO209531,KO209531,152926,B4234122113,SSUS0038312_SEA_GREEN,SHOPIFYIN
koskii jubilee hills,NYK-22204948-4440297-1-1,NYKF24501865,152961,B42A5B18C94,SAUS0033557_PURPLE,NYKAA
koskii south extension,KO209587,KO209587,153212,k886237,SSUS0033085_ORANGE,SHOPIFYIN
koskii rs puram,KO209600,KO209600,152769,B4989BF042B,SAUS0018941_MAROON,SHOPIFYIN
koskii nexus mall,18acfe5e-cce2-493a-84d3-e194233e9f34,18acfe5e-cce2-493a-84d3-e194233e9f34,152734,B297CC1FE78,SAUS0039231_PINK,MYNTRA
koskii cathedral road,KO209604,KO209604,152896,B15E6E07DBC,SAUS0036132_PEACH,SHOPIFYIN
koskii south extension,KO209609,KO209609,152904,K1006580,SAUS0033513_SEA_GREEN,SHOPIFYIN
koskii jayanagar,24744433-6bcf-419f-b102-cae50b95b741,24744433-6bcf-419f-b102-cae50b95b741,152745,k959206,SSRM0032885_BLACK_M,MYNTRA
koskii south extension,KO209627,KO209627,152922,k936992,SSUS0016946_ONION_PINK,SHOPIFYIN
koskii cathedral road,KO209631,KO209631,152770,B5C3155EC45,SAUS0032412_PINK,SHOPIFYIN
koskii tower,KO209637,KO209637,152793,K1106527,SSUS0021349_SEA_GREEN,SHOPIFYIN
koskii commercial,KO209649,KO209649,152855,K1006055,SAUS0032414_ONION_PINK,SHOPIFYIN
koskii sarath city mall,KO209522,KO209522,152950,B42238F914F,SAUS0030378_BOTTLE_GREEN,SHOPIFYIN
koskii tower,KO209678,KO209678,153171,K1109571,SSUS0038259_YELLOW,SHOPIFYIN
koskii rs puram,KO209708,KO209708,153290,B2157FE3CC6,SSUS0039221_MEHENDI,SHOPIFYIN
koskii annanagar,KO209721,KO209721,153149,K995047,SSUS0034437_PURPLE,SHOPIFYIN
koskii tower,KO209726,KO209726,153173,B297682A465,SAUS0039230_ONION_PINK,SHOPIFYIN
koskii tower,KO209754,KO209754,153175,K696272,DURM0029551_PISTA_GREEN,SHOPIFYIN
koskii jayanagar,aa0dde43-2247-4392-8b2a-899ff0c4a1c9,aa0dde43-2247-4392-8b2a-899ff0c4a1c9,153172,B631FCC812E,SAUS0032534_PINK,MYNTRA
koskii tower,KO209755,KO209755,153119,B12D67C449B,SSUS0038711_PISTA_GREEN,SHOPIFYIN
koskii annanagar,KO209757,KO209757,153163,B01984DCFD3,SAUS0038517_SEA_GREEN,SHOPIFYIN
koskii south extension,KO209786,KO209786,153256,k908708,SSUS0020906_BEIGE,SHOPIFYIN
koskii annanagar,1e6031a4-2934-4316-906c-5e7f138bc431,1e6031a4-2934-4316-906c-5e7f138bc431,153202,B4AFDD8BD59,SAUS0038437_BLACK,MYNTRA
koskii south extension,KO209797,KO209797,153167,K1113748,SSUS0021240_MAROON,SHOPIFYIN
koskii jayanagar,KO209815,KO209815,153210,K1070754,SSRM0035086_PEACOCK_BLUE_M,SHOPIFYIN
koskii nexus mall,NYK-22232061-8245473-1-1,NYKF24531752,153317,K1016105,SAUS0032360_RED,NYKAA
koskii banjara hills,KO209840,KO209840,153384,b1cb05b7528,SSUS0038968_OFF_WHITE,SHOPIFYIN
koskii south extension,KO209844,KO209844,153411,k933593,SAUS0032355_MEHENDI,SHOPIFYIN
koskii nexus mall,dd84ba25-83c8-474b-8ed8-40568fe3552d,dd84ba25-83c8-474b-8ed8-40568fe3552d,153351,K1017155,SAUS0034319_MEHENDI,MYNTRA
koskii annanagar,KO209825,KO209825,153580,B56C1E63EFF,SSUS0039740_ONION_PINK,SHOPIFYIN
koskii south extension,KO209864,KO209864,153612,K1070956,SAUS0034610_ORANGE_MULTI,SHOPIFYIN
koskii commercial,af7879b9-d20a-4f8a-8a50-e066342a2b3c,af7879b9-d20a-4f8a-8a50-e066342a2b3c,153375,K1009592,SSRM0032973_PARROT_GREEN_PINK_S,MYNTRA
koskii commercial,21c54911-b6c5-476d-9745-83827beb79f4,610395ec-c126-459c-be41-6bb528222b1c,153370,B631FB8195D,SAUS0032534_PINK,MYNTRA
koskii commercial,9739fce5-d87c-4c88-b37f-ae1b1f1f881b,9739fce5-d87c-4c88-b37f-ae1b1f1f881b,153372,B0198267ED8,SAUS0038517_SEA_GREEN,MYNTRA
koskii south extension,KO209873,KO209873,153781,K1094482,SSUS0032221_LAVENDER,SHOPIFYIN
koskii tower,KO209911,KO209911,153641,B1CE6F070A9,SSUS0038185_BLACK,SHOPIFYIN
koskii banjara hills,KO209933,KO209933,153553,b02610a5650,SAUS0032410_PEACH,SHOPIFYIN
koskii banjara hills,KO209959,KO209959,153520,k1110839,SSUS0035924_CREAM_MULTI,SHOPIFYIN
koskii south extension,KO210021,KO210021,153752,K1100443,SSUS0038218_BLACK,SHOPIFYIN
koskii mg road kochi,KO210010,KO210010,153734,K1037068,SAUS0034122_MAROON,SHOPIFYIN
koskii south extension,KO210084,KO210084,153830,K1115890,SSUS0018147_PEACOCK_BLUE,SHOPIFYIN
