Fulfilment Location Name,Channel Order ID,Parent Order ID,Shipment ID,External Item Code,Client SKU ID / EAN,Sales Channel
koskii banjara hills,KO206692,KO206692,146601,b025bfd4137,SAUS0034603_RANI_PINK,SHOPIFYIN
koskii nexus mall,KO206902,KO206902,146632,B11D1BD1090,SSUS0038254_MAUVE,SHOPIFYIN
koskii nexus mall,f34da729-ac2c-4a23-8c12-f51915f49039_1101182948,f34da729-ac2c-4a23-8c12-f51915f49039,146619,K985475,SAUS0022530_MAUVE,MYNTRA
koskii mg road kochi,KO207005,KO207005,146703,K933445,SAUS0032356_RANI_PINK,SHOPIFYIN
koskii sarath city mall,KO207041,KO207041,147050,B1CDA9253C9,SSUS0038678_BLACK_WHITE,SHOPIFYIN
koskii annanagar,KO207048,KO207048,146907,K1056777,SSRM0032972_PARROT_GREEN_PURPLE_XS,SHOPIFYIN
koskii commercial,KO207082,KO207082,146879,B1D44DF8129,SSUS0038308_PINK,SHOPIFYIN
koskii nexus mall,KO207093,KO207093,146887,K864295,SSRM0031992_SEA_GREEN_M,SHOPIFYIN
koskii commercial,340e2432-4f32-4465-844e-9952ee604c00_1100170229,340e2432-4f32-4465-844e-9952ee604c00,146906,B17B138E2A6,SAUS0038558_CREAM_RANI_PINK,MYNTRA
koskii banjara hills,2d4d8ab5-d24d-4889-9920-563bd58c07df_1101179040,2d4d8ab5-d24d-4889-9920-563bd58c07df,146948,b0cb8dd3443,SSUS0033072_YELLOW,MYNTRA
koskii jubilee hills,KO207132,KO207132,146955,K1069195,SAUS0034452_LAVENDER,SHOPIFYIN
koskii nexus mall,284a3885-db63-47f4-82e3-4cec2683fc97_1101182948,284a3885-db63-47f4-82e3-4cec2683fc97,147325,B17B4A6395C,SAUS0038558_RANI_PINK_WINE,MYNTRA
koskii cathedral road,KO207160,KO207160,147129,K988582,SSUS0020869_BLUE,SHOPIFYIN
koskii banjara hills,KO207133,KO207133,147220,k1097477,SSUS0022388_PEACH,SHOPIFYIN
koskii tower,KO207170,KO207170,147336,K1024110,SSRM0032959_PARROT_GREEN_S,SHOPIFYIN
koskii jayanagar,KO207249,KO207249,147279,B12D6D05066,SSUS0038711_PISTA_GREEN,SHOPIFYIN
koskii jayanagar,KO207251,KO207251,147350,B42373D99B9,SAUS0034613_RANI_PINK,SHOPIFYIN
koskii tower,KO207262,KO207262,147237,AFD71C10096,SSUS0038214_YELLOW,SHOPIFYIN
koskii sarath city mall,4ce3101b-5399-48af-a50f-8bbc6e522d32_1101174338,4ce3101b-5399-48af-a50f-8bbc6e522d32,147598,K1043324,SSUS0034357_SEA_GREEN,MYNTRA
koskii nexus mall,4b96bbea-1c9d-410b-b0af-68cdda3a158d_1101182948,4b96bbea-1c9d-410b-b0af-68cdda3a158d,147550,B197FF70E9B,SAUS0038515_MAUVE,MYNTRA
koskii tower,KO207304,KO207304,147486,K1108803,SSUS0035304_PARROT_GREEN_MULTI,SHOPIFYIN
koskii jayanagar,KO207323,KO207323,147569,K1059102,SSRM0034662_BLACK_L,SHOPIFYIN
koskii tower,KO207342,KO207342,147489,B1BA6BB755B,SSUS0039143_PINK,SHOPIFYIN
koskii cathedral road,KO207370,KO207370,147454,B1C8105E6ED,SSUS0038967_PEACH,SHOPIFYIN
koskii sarath city mall,b8a50e2f-8c33-4b49-8102-3f848bd84247,b8a50e2f-8c33-4b49-8102-3f848bd84247,147692,K1044731,SAUS0034454_BOTTLE_GREEN_MULTI,MYNTRA
koskii banjara hills,KO207379,KO207379,147907,K1099535,SSUS0038210_RED,SHOPIFYIN
koskii tower,KO207401,KO207401,147854,B3959B7A9E9,SSUS0038783_PINK,SHOPIFYIN
koskii jayanagar,a689863b-bffd-48cc-abdb-8becf610614e,a689863b-bffd-48cc-abdb-8becf610614e,147664,B019EBCD01F,SAUS0038517_RUST,MYNTRA
koskii tower,NYK-21915532-9890479-1-1,NYKF24184090,147855,K812557,BLRM0021815_BOTTLE_GREEN_L,NYKAA
koskii annanagar,dbd8b224-6c43-47a4-9608-97a1c1664863,dbd8b224-6c43-47a4-9608-97a1c1664863,147927,K813967,SSRM0031522_PARROT_GREEN_XL,MYNTRA
koskii banjara hills,KO207514,KO207514,147864,B285F80AF0E,SSUS0033106_PEACOCK_BLUE,SHOPIFYIN
koskii rs puram,KO207520,KO207520,147916,B195773B9F7,SAUS0038520_LAVENDER,SHOPIFYIN
koskii banjara hills,KO207537,KO207537,147935,K1112351,SSUS0038467_BLACK,SHOPIFYIN
koskii tower,KO207545,KO207545,147964,K1116700,SAUS0038656_SKY_BLUE_LAVENDER,SHOPIFYIN
koskii tower,KO207558,KO207558,148020,K1087395,SAUS0034610_ORANGE_MULTI,SHOPIFYIN
koskii annanagar,7479a83d-09c0-471f-b255-e84dde1211a9,9bdd62cb-c59d-43e6-b635-28bea168a884,148043,K1071274,SSRM0034973_YELLOW_XL,MYNTRA
koskii jayanagar,KO207566,KO207566,148121,K1115398,SAUS0034823_LAVENDER,SHOPIFYIN
koskii cathedral road,KO207702,KO207702,148362,K1106477,SSUS0036034_LAVENDER,SHOPIFYIN
koskii banjara hills,KO207734,KO207734,148452,b268b236624,SSUS0038259_PEACH,SHOPIFYIN
koskii jayanagar,KO207779,KO207779,148955,K950728,SSUS0019609_BOTTLE_GREEN,SHOPIFYIN
koskii cathedral road,KO207841,KO207841,148708,AF738A330F9,SSUS0038817_PINK,SHOPIFYIN
koskii tower,d586f04c-9c94-465a-9e58-912bde590564,d586f04c-9c94-465a-9e58-912bde590564,148765,K1043357,SAUS0032361_MEHENDI,MYNTRA
koskii jubilee hills,KO207961,KO207961,149003,K1088361,SAUS0035860_TURQUOISE_BLUE_RANI_PINK,SHOPIFYIN
koskii tower,KO207985,KO207985,149242,K1096652,SAUS0034137_BLACK,SHOPIFYIN
koskii commercial,KO208068,KO208068,149312,K1101084,SSUS0038213_RUST,SHOPIFYIN
koskii jubilee hills,KO207719,KO207719,149517,B17B4D53A0B,SAUS0038558_RANI_PINK_WINE,SHOPIFYIN
koskii sarath city mall,KO208149,KO208149,149521,K1009710,BLRM0033963_YELLOW_S,SHOPIFYIN
koskii banjara hills,KO208160,KO208160,149836,K995069,SSUS0034437_RANI_PINK,SHOPIFYIN
koskii jubilee hills,KO208172,KO208172,149555,K948654,SSRM0033713_MUSTARD_S,SHOPIFYIN
koskii annanagar,KO207669,KO207669,150172,B0DF73D9395,SSUS0038936_PINK,SHOPIFYIN
koskii rs puram,KO208290,KO208290,150215,k1077902,SAUS0035111_ONION_PINK_WINE,SHOPIFYIN
koskii jayanagar,KO208344,KO208344,150211,K744170,SAUS0030055_BROWN,SHOPIFYIN
koskii tower,KO208357,KO208357,150240,K1111460,SSUS0038266_YELLOW_MULTI,SHOPIFYIN
koskii commercial,1a0119f2-3206-4b48-b3bc-8a25930d1a59,1a0119f2-3206-4b48-b3bc-8a25930d1a59,150046,AFD7A35B482,SSUS0038845_BEIGE,MYNTRA
koskii cathedral road,KO208389,KO208389,149996,K1063143,SAUS0035062_RANI_PINK,SHOPIFYIN
koskii jayanagar,78284e8f-551d-4a6b-b60e-77d9e4cb3397,78284e8f-551d-4a6b-b60e-77d9e4cb3397,150204,K825366,SAUS0020113_PEACOCK_BLUE,MYNTRA
koskii sarath city mall,KO208437,KO208437,152433,,,SHOPIFYIN
koskii rs puram,KO208445,KO208445,150222,B429E695199,SSUS0038307_SKY_BLUE,SHOPIFYIN
koskii sarath city mall,KO208451,KO208451,150144,K918954,SSUS0020869_BLUE,SHOPIFYIN
koskii jubilee hills,KO207994,KO207994,150173,K1111479,SSUS0038267_PINK_MULTI,SHOPIFYIN
koskii sarath city mall,KO207995,KO207995,150120,K921048,SSUS0020869_BLUE,SHOPIFYIN
koskii nexus mall,KO208482,KO208482,150377,K994950,DURM0033649_MAROON,SHOPIFYIN
koskii commercial,fb157973-9e1d-4244-b07c-e7c64acda8ec,fb157973-9e1d-4244-b07c-e7c64acda8ec,150271,K1004241,SSRM0032968_BOTTLE_GREEN_L,MYNTRA
koskii jubilee hills,KO208505,KO208505,150379,K1071742,SSRM0034972_LAVENDER_L,SHOPIFYIN
koskii banjara hills,KO208520,KO208520,150579,k1073779,SSRM0035085_WINE_XL,SHOPIFYIN
koskii jubilee hills,KO208522,KO208522,150652,K1017624,SSRM0032972_PARROT_GREEN_PURPLE_XXL,SHOPIFYIN
koskii cathedral road,KO208534,KO208534,150444,K1017506,SSRM0032972_PARROT_GREEN_PURPLE_M,SHOPIFYIN
koskii banjara hills,KO208570,KO208570,150559,b1c80c0f241,SSUS0038967_PEACH,SHOPIFYIN
koskii tower,KO208570,KO208570,150406,K1118099,SSUS0038320_PISTA_GREEN,SHOPIFYIN
koskii tower,KO208606,KO208606,150575,K1005129,SSRM0031523_BROWN_XS,SHOPIFYIN
koskii cathedral road,KO208611,KO208611,150457,K1110845,SSUS0035924_CREAM_MULTI,SHOPIFYIN
koskii annanagar,NYK-22065301-7375633-1-1,NYKF24348184,150541,K1092283,SAUS0032196_LIGHT_GREY,NYKAA
koskii jayanagar,KO208647,KO208647,150865,K879422,SSSS0029585_MUSTARD_GREY,SHOPIFYIN
koskii jayanagar,fae638b0-1de2-4a79-acc3-8d58bc56bc1e,fae638b0-1de2-4a79-acc3-8d58bc56bc1e,150660,K1093528,SAUS0029078_NAVY_BLUE,MYNTRA
koskii tower,ba16bb9c-f63c-4f32-a312-13243598fb17,ba16bb9c-f63c-4f32-a312-13243598fb17,150851,K1035658,SAUS0034477_GREY,MYNTRA
koskii rs puram,KO208696,KO208696,151131,B0DF5C00745,SSUS0038936_PISTA_GREEN,SHOPIFYIN
koskii tower,KO208696,KO208696,150936,K1114845,SSUS0036000_BLACK,SHOPIFYIN
koskii sarath city mall,KO208740,KO208740,150967,K1017420,SSRM0032972_PARROT_GREEN_PURPLE_L,SHOPIFYIN
koskii rs puram,KO208749,KO208749,151134,B17B083A0CD,SAUS0038558_CREAM_RANI_PINK,SHOPIFYIN
koskii rs puram,KO208750,KO208750,151149,k948112,GNRM0021723_LIGHT_GREY_L,SHOPIFYIN
koskii nexus mall,KO208418,KO208418,150868,k1006165,SAUS0020113_WINE,SHOPIFYIN
koskii nexus mall,KO208789,KO208789,151159,K1006155,SAUS0020113_WINE,SHOPIFYIN
koskii banjara hills,0335d7da-30b6-4426-bb54-c4929ce437c8,0335d7da-30b6-4426-bb54-c4929ce437c8,150951,b197a79f53f,SAUS0038518_PURPLE,MYNTRA
koskii jubilee hills,KO208788,KO208788,150950,K1082767,SSUS0019295_NAVY_BLUE,SHOPIFYIN
koskii sarath city mall,b2e2681b-e3bb-4d90-b14f-d351930c77a0,b2e2681b-e3bb-4d90-b14f-d351930c77a0,151098,K1045151,SAUS0021893_DARK_GREY,MYNTRA
koskii jayanagar,KO208830,KO208830,151072,B5BF5EB4981,SAUS0035074_GOLD,SHOPIFYIN
koskii jayanagar,eb7029ae-e85c-4c2a-8e3f-cb4f4a11c230,eb7029ae-e85c-4c2a-8e3f-cb4f4a11c230,151067,b4ad5567573,SSUS0033135_PURPLE,MYNTRA
koskii rs puram,NYK-22095695-6050551-2-1,NYKF24381398,151139,K1064044,SSRM0034660_PISTA_GREEN_XS,NYKAA
koskii sarath city mall,ee2e1a2e-8612-4c6b-b705-47f4abab2c91,ee2e1a2e-8612-4c6b-b705-47f4abab2c91,151103,K1108577,SSRM0035918_CREAM_PEACH_XS,MYNTRA
koskii annanagar,KO208871,KO208871,151070,K1052571,SAUS0034136_NAVY_BLUE_GREY,SHOPIFYIN
koskii banjara hills,KO208945,KO208945,151142,af869a3958b,SSUS0032227_LIGHT_GREY,SHOPIFYIN
koskii nexus mall,3d425285-7326-4ae6-bf84-52388f15d821,3d425285-7326-4ae6-bf84-52388f15d821,151411,B42A52810B6,SAUS0022138_YELLOW,MYNTRA
koskii jubilee hills,NYK-22115484-0734078-2-1,NYKF24403127,151450,K1012906,SAUS0032360_RED,NYKAA
koskii mg road kochi,KO209012,KO209012,151241,K927512,SAUS0016434_PISTA_GREEN,SHOPIFYIN
koskii cathedral road,KO209048,KO209048,151505,b02665932ed,SAUS0032410_PEACH,SHOPIFYIN
koskii commercial,KO209132,KO209132,151752,B42AC2076D4,SSUS0016773_CREAM,SHOPIFYIN
koskii commercial,668002fb-7619-44ff-b3a8-75f15788faeb,668002fb-7619-44ff-b3a8-75f15788faeb,151760,K1002331,SSUS0034355_RAMA_GREEN_MUSTARD,MYNTRA
koskii jubilee hills,a33b4472-7840-450d-9261-676e1e0afed2,a33b4472-7840-450d-9261-676e1e0afed2,151758,B17B5F6D060,SAUS0038558_RANI_PINK_WINE,MYNTRA
koskii nexus mall,KO209159,KO209159,151910,B192795AD7E,SAUS0038522_PEACOCK_BLUE,SHOPIFYIN
koskii cathedral road,KO209173,KO209173,151781,K1110057,SSUS0038258_BLACK,SHOPIFYIN
koskii jubilee hills,KO209179,KO209179,151769,K947442,SSUS0021713_PEACOCK_BLUE,SHOPIFYIN
koskii jayanagar,caea024e-a9e5-458d-a4ce-953bcb0b187e,caea024e-a9e5-458d-a4ce-953bcb0b187e,151950,K999380,SSRM0032962_PURPLE_S,MYNTRA
koskii jayanagar,KO209264,KO209264,152259,K1017539,SSRM0032972_PARROT_GREEN_PURPLE_S,SHOPIFYIN
koskii cathedral road,KO209267,KO209267,152036,B4B389609C5,SAUS0032196_OFF_WHITE,SHOPIFYIN
koskii cathedral road,e137ae89-4770-4d85-8b44-f09bf743ce5a,e137ae89-4770-4d85-8b44-f09bf743ce5a,152038,B5C2B445496,SAUS0020747_SEA_GREEN,MYNTRA
koskii rs puram,NYK-22162343-8853647-1-1,NYKF24454931,152103,b4222a85fe9,SAUS0030378_BOTTLE_GREEN,NYKAA
koskii annanagar,KO209286,KO209286,152107,B4FBAE0AD04,SSUS0032227_LIGHT_GREY,SHOPIFYIN
koskii cathedral road,KO209321,KO209321,152132,B0197B857C9,SAUS0038517_SEA_GREEN,SHOPIFYIN
koskii sarath city mall,51516f97-02ce-4065-a468-e57a2ddd6293,51516f97-02ce-4065-a468-e57a2ddd6293,152252,K1116018,SSUS0032990_LAVENDER,MYNTRA
koskii tower,KO209355,KO209355,152443,K1119008,SSUS0038194_SEA_GREEN,SHOPIFYIN
koskii jubilee hills,KO209374,KO209374,152263,K958486,GCSS0033273_RANI_PINK_L,SHOPIFYIN
koskii rs puram,KO209381,KO209381,152357,B37B2E7BF0E,SSUS0038314_PEACH,SHOPIFYIN
koskii tower,KO209396,KO209396,152398,B2A76060FBD,SAUS0039305_WINE,SHOPIFYIN
koskii south extension,KO209407,KO209407,152538,K1044713,SAUS0034454_BOTTLE_GREEN_MULTI,SHOPIFYIN
koskii south extension,KO209410,KO209410,152519,K960694,SSUS0033548_PARROT_GREEN_MULTI,SHOPIFYIN
koskii tower,KO209419,KO209419,152360,B56C5AE9A02,SSUS0039740_YELLOW,SHOPIFYIN
koskii tower,KO209246,KO209246,152460,K1046806,SSRM0032972_PARROT_GREEN_PURPLE_S,SHOPIFYIN
koskii nexus mall,649da3f5-cb62-40a1-91ab-802213bc9e71,649da3f5-cb62-40a1-91ab-802213bc9e71,152447,B0247E5DB96,SAUS0034604_PEACOCK_BLUE,MYNTRA
koskii tower,KO209490,KO209490,152523,K1087925,SAUS0034454_NAVY_BLUE_MULTI,SHOPIFYIN
koskii tower,KO209531,KO209531,152661,B538E8141CB,SSUS0033263_SEA_GREEN,SHOPIFYIN
koskii banjara hills,a57f90af-13f0-4d94-b6ba-7cf640c975e7,a57f90af-13f0-4d94-b6ba-7cf640c975e7,152643,k935411,SAUS0020113_PEACOCK_BLUE,MYNTRA
koskii south extension,KO209583,KO209583,152919,K957980,SSUS0033549_MEHENDI,SHOPIFYIN
koskii south extension,KO209585,KO209585,152886,B4AD56B20D9,SSUS0033135_PURPLE,SHOPIFYIN
koskii tower,KO209589,KO209589,152741,B4B15FEC5DE,SAUS0038450_BLACK_MULTI,SHOPIFYIN
koskii sarath city mall,e697ebff-8c39-4d12-b88c-ec2736869c42,e697ebff-8c39-4d12-b88c-ec2736869c42,152762,K1101397,SSUS0035303_NAVY_BLUE,MYNTRA
koskii annanagar,KO209610,KO209610,152728,B17A43DFAE2,SAUS0038556_WINE_PINK,SHOPIFYIN
koskii commercial,KO209613,KO209613,152798,B2B759742F6,SSUS0038796_RAMA_GREEN,SHOPIFYIN
koskii commercial,KO209613,KO209613,152798,B2B75E8B238,SSUS0038796_RAMA_GREEN,SHOPIFYIN
koskii tower,KO209621,KO209621,152742,B291E5EC1F0,SSUS0038714_BOTTLE_GREEN_MULTI,SHOPIFYIN
koskii cathedral road,KO209628,KO209628,152777,B291CE95597,SSUS0038714_BOTTLE_GREEN_MULTI,SHOPIFYIN
koskii banjara hills,KO209631,KO209631,152768,b5c2b2fe4d4,SAUS0020747_SEA_GREEN,SHOPIFYIN
koskii south extension,KO209650,KO209650,152911,K992917,SAUS0032726_PISTA_GREEN_MULTI,SHOPIFYIN
koskii rs puram,d31ecc9e-b4aa-49f5-86d7-d49f52b84bd3,d31ecc9e-b4aa-49f5-86d7-d49f52b84bd3,152956,k995057,SSUS0034437_RANI_PINK,MYNTRA
koskii sarath city mall,5aeb6e6e-c2e6-463a-bafa-faeb20525c7a,5aeb6e6e-c2e6-463a-bafa-faeb20525c7a,153365,B024DC3904C,SAUS0034604_PEACOCK_BLUE,MYNTRA
koskii south extension,KO209712,KO209712,153354,K1014044,SAUS0032537_OFF_WHITE,SHOPIFYIN
koskii south extension,KO209723,KO209723,153227,k1075849,SAUS0032356_RANI_PINK,SHOPIFYIN
koskii cathedral road,970862ab-19bb-41d1-96f3-71a5bfb48574,970862ab-19bb-41d1-96f3-71a5bfb48574,153099,B5C30FBF91B,SAUS0032413_PEACH,MYNTRA
koskii jubilee hills,NYK-22221246-0906351-4-1,NYKF24519746,153139,b5c2fbd3bdd,SAUS0032416_SEA_GREEN,NYKAA
koskii banjara hills,088fa05e-d99b-4b71-87d7-18ef045d6772,088fa05e-d99b-4b71-87d7-18ef045d6772,153124,k1098500,SSRM0036163_RANI_PINK_M,MYNTRA
koskii south extension,KO209750,KO209750,153204,b1ca586354a,SAUS0038349_SEA_GREEN,SHOPIFYIN
koskii south extension,KO209767,KO209767,153389,K856274,SAUS0020113_WINE,SHOPIFYIN
koskii cathedral road,KO209783,KO209783,153103,B291EB39081,SSUS0038714_BOTTLE_GREEN_MULTI,SHOPIFYIN
koskii tower,cb4713eb-8180-4636-b187-29fb28d08d7a,cb4713eb-8180-4636-b187-29fb28d08d7a,153182,B1B79181307,SAUS0039144_GREY,MYNTRA
koskii tower,KO209792,KO209792,153299,B56C14C2376,SSUS0039740_ONION_PINK,SHOPIFYIN
koskii commercial,5c3360c1-1219-4663-96af-31748cd2da6a,5c3360c1-1219-4663-96af-31748cd2da6a,153347,B025968AFFD,SAUS0034603_MAROON,MYNTRA
koskii banjara hills,KO209840,KO209840,153386,k1100078,SSUS0036035_LEMON_YELLOW,SHOPIFYIN
koskii south extension,KO209887,KO209887,153613,B01908BF609,SSUS0021349_SEA_GREEN,SHOPIFYIN
koskii sarath city mall,KO209895,KO209895,153982,K993681,BLRM0033965_RANI_PINK_S,SHOPIFYIN
koskii cathedral road,KO209964,KO209964,153607,B2B7675299D,SSUS0038796_RAMA_GREEN,SHOPIFYIN
koskii tower,KO210001,KO210001,153660,B2B6C693B24,GCBR0038333_MAUVE_L,SHOPIFYIN
koskii south extension,KO210055,KO210055,153748,K935608,SSUS0021240_PEACOCK_BLUE,SHOPIFYIN
koskii annanagar,KO210072,KO210072,153827,B2B764B8434,SSUS0038796_RAMA_GREEN,SHOPIFYIN
koskii south extension,KO210073,KO210073,153817,K935606,SSUS0021240_PEACOCK_BLUE,SHOPIFYIN
koskii jayanagar,464a6667-841a-436b-80e7-821bd5f1ecd2,464a6667-841a-436b-80e7-821bd5f1ecd2,153998,B4B1242FF87,SAUS0038443_RED,MYNTRA
koskii annanagar,KO210104,KO210104,154067,B388EBD3960,SSUS0038953_BLACK_MULTI,SHOPIFYIN
koskii south extension,KO210163,KO210163,154092,B297C8C58CE,SAUS0039231_PINK,SHOPIFYIN
koskii tower,KO210170,KO210170,154150,K999643,SSRM0033152_MUSTARD_S,SHOPIFYIN
koskii south extension,KO210190,KO210190,154004,K935623,SSUS0021240_PEACOCK_BLUE,SHOPIFYIN
koskii commercial,KO210219,KO210219,154160,K1006398,SAUS0031503_BABY_PINK,SHOPIFYIN
koskii karol bagh,KO210232,KO210232,154407,K944461,SSUS0018053_PEACH,SHOPIFYIN
koskii karol bagh,KO210246,KO210246,154564,K1115284,SSUS0038312_ONION_PINK,SHOPIFYIN
koskii mg road kochi,c66bceb8-6fa2-4218-86ee-936119ae641c,c66bceb8-6fa2-4218-86ee-936119ae641c,154305,K1044725,SAUS0034454_BOTTLE_GREEN_MULTI,MYNTRA
koskii south extension,KO210258,KO210258,154180,K1089175,SSRM0035306_LIGHT_ORANGE_XL,SHOPIFYIN
koskii karol bagh,KO210275,KO210275,154661,K1073388,SSRM0035087_BOTTLE_GREEN_L,SHOPIFYIN
koskii karol bagh,KO210277,KO210277,154662,K1078875,SSUS0032223_PEACH,SHOPIFYIN
koskii nexus mall,e973e8b7-2170-4b38-8cf9-c076fe850ae0,e973e8b7-2170-4b38-8cf9-c076fe850ae0,154399,k1011620,SAUS0021893_DARK_GREY,MYNTRA
koskii karol bagh,KO210318,KO210318,154396,B2911CC5F7B,SSUS0038714_ROYAL_BLUE_MULTI,SHOPIFYIN
koskii tower,af57a9f3-8bb4-4491-a584-6f860a79d445,af57a9f3-8bb4-4491-a584-6f860a79d445,154329,K1036407,SSRM0032962_PURPLE_XL,MYNTRA
koskii commercial,KO210340,KO210340,154389,K921046,SSUS0020869_BLUE,SHOPIFYIN
koskii karol bagh,KO210348,KO210348,154689,K950053,SSUS0019960_RUST,SHOPIFYIN
koskii karol bagh,KO210359,KO210359,154888,B1957E456CB,SAUS0038520_LAVENDER,SHOPIFYIN
koskii south extension,KO210371,KO210371,154542,K1099355,SSUS0038210_RAMA_GREEN,SHOPIFYIN
koskii jayanagar,e1ded418-5129-4d97-b607-7c2fcfdf189b,e1ded418-5129-4d97-b607-7c2fcfdf189b,154397,B5EC72266CD,SAUS0032196_OFF_WHITE,MYNTRA
koskii karol bagh,KO210390,KO210390,155363,K1066588,SAUS0032358_ONION_PINK,SHOPIFYIN
koskii nexus mall,e56fd74f-36db-4110-87fa-b2584963f9b2,e56fd74f-36db-4110-87fa-b2584963f9b2,154555,k1059054,SSRM0034662_BLACK_M,MYNTRA
koskii karol bagh,KO210446,KO210446,154589,K1021014,DURM0034597_MAROON,SHOPIFYIN
koskii karol bagh,KO210462,KO210462,154934,K982272,SAUS0017318_LIGHT_GREY,SHOPIFYIN
koskii karol bagh,KO210490,KO210490,154961,K929200,SSUS0022379_PEACOCK_BLUE,SHOPIFYIN
koskii nexus mall,KO210246,KO210246,154547,b1c505ce875,SSUS0038797_SEA_GREEN,SHOPIFYIN
koskii tower,3feea1e6-c5d6-40d2-97a9-faa4044c9277,3feea1e6-c5d6-40d2-97a9-faa4044c9277,154696,K1070291,SSRM0035087_MAROON_XS,MYNTRA
koskii karol bagh,KO210528,KO210528,154896,K923628,SSUS0032167_PINK,SHOPIFYIN
koskii karol bagh,KO210528,KO210528,154896,K931851,SSUS0033559_PINK,SHOPIFYIN
koskii karol bagh,KO210534,KO210534,154978,K980009,SSUS0021192_SEA_GREEN,SHOPIFYIN
koskii karol bagh,KO210542,KO210542,154977,K1051355,SSSS0032110_BLACK,SHOPIFYIN
koskii karol bagh,KO210555,KO210555,154893,K979610,SSUS0014331_GOLD_PINK,SHOPIFYIN
koskii tower,KO210569,KO210569,154701,B4A282E1438,SAUS0029900_WINE,SHOPIFYIN
koskii tower,KO205763,KO205763,144099,K1063183,SAUS0035062_RED,SHOPIFYIN
koskii jubilee hills,3fcf9d62-fc20-4686-a356-142c2eb22bc1_1100170236,3fcf9d62-fc20-4686-a356-142c2eb22bc1,144153,B24F01DB81B,SSUS0038259_PEACH,MYNTRA
koskii annanagar,KO205818,KO205818,144265,K983513,SAUS0034182_TURQUOISE_BLUE,SHOPIFYIN
koskii banjara hills,KO205837,KO205837,144283,B1F6890D168,SSUS0038320_GREY,SHOPIFYIN
koskii cathedral road,KO205896,KO205896,144496,K975413,GCRM0031882_SEA_GREEN_XL,SHOPIFYIN
koskii nexus mall,c5b7fa04-dc34-4171-a978-3f855da24f08_1101182948,c5b7fa04-dc34-4171-a978-3f855da24f08,144414,K949254,SSUS0018329_BLACK,MYNTRA
koskii commercial,KO205903,KO205903,144456,B11916C5BF6,SSUS0038254_SKY_BLUE,SHOPIFYIN
koskii mg road kochi,KO205938,KO205938,144529,K943485,GCRM0033623_BABY_PINK_L,SHOPIFYIN
koskii jubilee hills,d1622ef8-d79a-4f65-a4ce-443002eb8ca1_1100170236,d1622ef8-d79a-4f65-a4ce-443002eb8ca1,144520,k1044714,SAUS0034454_BOTTLE_GREEN_MULTI,MYNTRA
koskii annanagar,KO205945,KO205945,144508,K1072293,SSRM0035208_MUSTARD_XS,SHOPIFYIN
koskii annanagar,KO205945,KO205945,144508,K1076463,SSRM0035087_BOTTLE_GREEN_S,SHOPIFYIN
koskii commercial,f6449455-3955-4ec7-bb15-1cabfd79d2b8_1100170229,f6449455-3955-4ec7-bb15-1cabfd79d2b8,144511,K1073431,SSRM0035087_BOTTLE_GREEN_S,MYNTRA
koskii tower,KO205976,KO205976,144548,B1922493DAB,SAUS0038522_PEACOCK_BLUE,SHOPIFYIN
koskii tower,KO205979,KO205979,144563,K1107867,SSRM0035306_LIGHT_ORANGE_XS,SHOPIFYIN
koskii mg road kochi,KO206012,KO206012,144606,K1100229,SSUS0036036_PINK,SHOPIFYIN
koskii sarath city mall,94419ac8-0523-4e69-add7-85586b9e0c75_1101174338,94419ac8-0523-4e69-add7-85586b9e0c75,144828,K743990,SAUS0030052_SEA_GREEN_MULTI,MYNTRA
koskii commercial,KO206097,KO206097,144827,B19301CF6A3,SAUS0038521_YELLOW,SHOPIFYIN
koskii sarath city mall,ac23595f-7e48-444c-8db2-7d8e7820d6dc_1101174338,ac23595f-7e48-444c-8db2-7d8e7820d6dc,144908,K1034395,SAUS0029647_PINK,MYNTRA
koskii tower,KO206245,KO206245,145186,K997343,SAUS0032198_TURQUOISE_BLUE,SHOPIFYIN
koskii jubilee hills,NYK-21744671-2887786-1-1,NYKF23998673,145204,K1105984,SAUS0029900_PEACOCK_BLUE,NYKAA
koskii annanagar,KO206255,KO206255,145301,K1087622,SAUS0034452_LAVENDER,SHOPIFYIN
koskii annanagar,28f31352-f924-425f-8e86-c29dc41e885e_1101175751,28f31352-f924-425f-8e86-c29dc41e885e,145306,K1105726,SAUS0032260_MAROON,MYNTRA
koskii cathedral road,KO206332,KO206332,145768,B121B5BBC88,SSUS0021719_BLACK,SHOPIFYIN
koskii commercial,62f88b54-80ca-44f6-852e-176ba77c256d_1100170229,62f88b54-80ca-44f6-852e-176ba77c256d,145322,k1078201,SSRM0032967_BLACK_L,MYNTRA
koskii jubilee hills,KO206344,KO206344,145331,B0A4C7ED09F,SAUS0016505_WINE,SHOPIFYIN
koskii commercial,7ff22da4-5b8a-4338-a13c-ebe2c685047f_1100170229,7ff22da4-5b8a-4338-a13c-ebe2c685047f,145447,B12178C8E87,SAUS0018594_MAROON,MYNTRA
koskii tower,KO206384,KO206384,145528,B1983932DD0,SAUS0038515_MAUVE,SHOPIFYIN
koskii rs puram,KO206395,KO206395,145469,B1967101DFA,SAUS0034893_LAVENDER_MULTI,SHOPIFYIN
koskii tower,KO206412,KO206412,145532,K938701,SSUS0021240_PEACOCK_BLUE,SHOPIFYIN
